id,question,label
96157,Is the 1st email body large?,1
96158,Is the 1st email body small?,0
96159,Is the 3rd email body large?,0
96160,Is the 2nd email body small?,1
96161,Is the 2nd email body large?,0
96162,Is the 2nd email body small?,1
96163,Is the 3rd email body large?,1
96164,Is the 2nd email body large?,0
96165,Is the 3rd email body small?,1
96166,Is the 1st email body large?,1
96167,Is the 1st email body medium?,0
96168,Is the 3rd email body small?,0
96169,Is the 2nd email body small?,0
96170,Is the 1st email body medium?,1
96171,Is the 3rd email body small?,1
96172,Is the 2nd email body large?,1
96173,Is the 3rd email body small?,1
96174,Is the 3rd email body large?,1
96175,Is the 1st email body small?,0
96176,Is the 1st email body small?,0
96177,Is the 1st email body small?,1
96178,Is the 3rd email body large?,1
96179,Is the 1st email body medium?,1
96180,Is the 1st email body medium?,1
96181,Is the 1st email body medium?,0
96182,Is the 2nd email body small?,0
96183,Is the 2nd email body large?,1
96184,Is the 1st email body medium?,0
96185,Is the 2nd email body small?,1
96186,Is the 2nd email body small?,1
96187,Is the 2nd email body medium?,0
96188,Is the 3rd email body large?,0
96189,Is the 1st email body large?,0
96190,Is the 1st email body small?,1
96191,Is the 2nd email body large?,0
96192,Is the 1st email body medium?,0
96193,Is the 3rd email body medium?,0
96194,Is the 3rd email body small?,1
96195,Is the 1st email body small?,0
96196,Is the 2nd email body medium?,1
96197,Is the 3rd email body medium?,0
96198,Is the 1st email body medium?,0
96199,Is the 3rd email body large?,0
96200,Is the 3rd email body large?,1
96201,Is the 1st email body medium?,1
96202,Is the 2nd email body medium?,0
96203,Is the 1st email body large?,0
96204,Is the 1st email body medium?,1
96205,Is the 2nd email body large?,1
96206,Is the 2nd email body small?,0
96207,Is the 3rd email body medium?,0
96208,Is the 2nd email body medium?,0
96209,Is the 3rd email body large?,1
96210,Is the 3rd email body small?,1
96211,Is the 3rd email body small?,1
96212,Is the 2nd email body small?,0
96213,Is the 3rd email body large?,1
96214,Is the 2nd email body small?,1
96215,Is the 3rd email body medium?,0
96216,Is the 2nd email body large?,1
96217,Is the 3rd email body medium?,0
96218,Is the 3rd email body small?,1
96219,Is the 1st email body small?,1
96220,Is the 3rd email body small?,1
96221,Is the 1st email body large?,1
96222,Is the 3rd email body medium?,1
96223,Is the 2nd email body medium?,1
96224,Is the 2nd email body small?,1
96225,Is the 3rd email body large?,0
96226,Is the 3rd email body large?,1
96227,Is the 1st email body large?,1
96228,Is the 1st email body medium?,0
96229,Is the 2nd email body medium?,0
96230,Is the 3rd email body medium?,0
96231,Is the 1st email body medium?,1
96232,Is the 1st email body small?,0
96233,Is the 3rd email body small?,0
96234,Is the 3rd email body small?,1
96235,Is the 3rd email body large?,1
96236,Is the 1st email body small?,0
96237,Is the 2nd email body medium?,0
96238,Is the 2nd email body medium?,1
96239,Is the 1st email body medium?,0
96240,Is the 3rd email body small?,0
96241,Is the 1st email body large?,1
96242,Is the 1st email body small?,0
96243,Is the 3rd email body medium?,1
96244,Is the 2nd email body medium?,0
96245,Is the 2nd email body small?,1
96246,Is the 1st email body small?,0
96247,Is the 2nd email body small?,0
96248,Is the 3rd email body medium?,1
96249,Is the 1st email body medium?,1
96250,Is the 2nd email body small?,1
96251,Is the 1st email body large?,0
96252,Is the 2nd email body medium?,0
96253,Is the 1st email body medium?,1
96254,Is the 2nd email body small?,1
96255,Is the 3rd email body large?,1
96256,Is the 2nd email body large?,0
96257,Is the 2nd email body small?,0
96258,Is the 3rd email body small?,0
96259,Is the 1st email body large?,0
96260,Is the 3rd email body large?,0
96261,Is the 1st email body medium?,1
96262,Is the 2nd email body medium?,0
96263,Is the 2nd email body small?,1
96264,Is the 3rd email body small?,0
96265,Is the 1st email body small?,0
96266,Is the 2nd email body small?,1
96267,Is the 2nd email body small?,0
96268,Is the 3rd email body small?,1
96269,Is the 1st email body large?,0
96270,Is the 2nd email body medium?,0
96271,Is the 1st email body medium?,0
96272,Is the 2nd email body large?,0
96273,Is the 2nd email body large?,0
96274,Is the 3rd email body small?,0
96275,Is the 2nd email body medium?,0
96276,Is the 2nd email body small?,0
96277,Is the 1st email body medium?,1
96278,Is the 1st email body large?,1
96279,Is the 2nd email body large?,0
96280,Is the 1st email body small?,1
96281,Is the 2nd email body medium?,0
96282,Is the 2nd email body medium?,1
96283,Is the 2nd email body large?,0
96284,Is the 3rd email body medium?,0
96285,Is the 1st email body small?,1
96286,Is the 3rd email body medium?,1
96287,Is the 2nd email body small?,1
96288,Is the 3rd email body small?,1
96289,Is the 2nd email body medium?,1
96290,Is the 3rd email body medium?,0
96291,Is the 3rd email body small?,0
96292,Is the 3rd email body small?,0
96293,Is the 3rd email body large?,1
96294,Is the 3rd email body large?,1
96295,Is the 2nd email body medium?,0
96296,Is the 1st email body medium?,1
96297,Is the 2nd email body medium?,1
96298,Is the 1st email body large?,0
96299,Is the 2nd email body small?,0
96300,Is the 2nd email body medium?,0
96301,Is the 2nd email body large?,0
96302,Is the 1st email body small?,0
96303,Is the 3rd email body medium?,0
96304,Is the 1st email body medium?,0
96305,Is the 3rd email body large?,0
96306,Is the 2nd email body medium?,1
96307,Is the 3rd email body medium?,1
96308,Is the 1st email body small?,0
96309,Is the 2nd email body large?,1
96310,Is the 3rd email body small?,1
96311,Is the 1st email body small?,1
96312,Is the 2nd email body small?,0
96313,Is the 3rd email body large?,1
96314,Is the 2nd email body medium?,0
96315,Is the 2nd email body large?,0
96316,Is the 2nd email body small?,0
96317,Is the 2nd email body large?,1
96318,Is the 3rd email body large?,0
96319,Is the 1st email body small?,0
96320,Is the 1st email body small?,0
96321,Is the 2nd email body medium?,0
96322,Is the 3rd email body medium?,1
96323,Is the 3rd email body medium?,1
96324,Is the 2nd email body medium?,1
96325,Is the 2nd email body large?,0
96326,Is the 2nd email body medium?,1
96327,Is the 3rd email body large?,1
96328,Is the 2nd email body large?,0
96329,Is the 1st email body large?,0
96330,Is the 1st email body large?,1
96331,Is the 1st email body medium?,1
96332,Is the 1st email body small?,0
96333,Is the 2nd email body small?,1
96334,Is the 2nd email body medium?,1
96335,Is the 2nd email body small?,1
96336,Is the 1st email body medium?,1
96337,Is the 3rd email body medium?,0
96338,Is the 2nd email body medium?,1
96339,Is the 3rd email body large?,0
96340,Is the 2nd email body large?,0
96341,Is the 1st email body large?,0
96342,Is the 2nd email body small?,1
96343,Is the 1st email body medium?,0
96344,Is the 3rd email body large?,1
96345,Is the 3rd email body large?,1
96346,Is the 1st email body medium?,0
96347,Is the 3rd email body medium?,1
96348,Is the 1st email body medium?,1
96349,Is the 2nd email body medium?,0
96350,Is the 3rd email body medium?,0
96351,Is the 3rd email body large?,1
96352,Is the 1st email body medium?,0
96353,Is the 3rd email body large?,0
96354,Is the 3rd email body small?,0
96355,Is the 2nd email body large?,1
96356,Is the 2nd email body large?,0
96357,Is the 2nd email body small?,1
96358,Is the 1st email body small?,1
96359,Is the 3rd email body small?,0
96360,Is the 3rd email body large?,1
96361,Is the 2nd email body large?,1
96362,Is the 1st email body large?,0
96363,Is the 2nd email body medium?,0
96364,Is the 2nd email body small?,0
96365,Is the 3rd email body medium?,1
96366,Is the 3rd email body large?,0
96367,Is the 3rd email body large?,1
96368,Is the 1st email body small?,1
96369,Is the 1st email body small?,0
96370,Is the 3rd email body small?,1
96371,Is the 1st email body medium?,0
96372,Is the 2nd email body medium?,0
96373,Is the 3rd email body large?,1
96374,Is the 2nd email body small?,1
96375,Is the 3rd email body small?,0
96376,Is the 1st email body large?,0
96377,Is the 1st email body large?,0
96378,Is the 1st email body large?,0
96379,Is the 3rd email body medium?,0
96380,Is the 2nd email body medium?,1
96381,Is the 2nd email body small?,1
96382,Is the 2nd email body small?,0
96383,Is the 2nd email body large?,0
96384,Is the 2nd email body small?,1
96385,Is the 3rd email body medium?,0
96386,Is the 1st email body large?,0
96387,Is the 3rd email body large?,1
96388,Is the 3rd email body large?,0
96389,Is the 1st email body medium?,1
96390,Is the 1st email body medium?,1
96391,Is the 2nd email body medium?,1
96392,Is the 2nd email body small?,1
96393,Is the 2nd email body medium?,1
96394,Is the 3rd email body medium?,1
96395,Is the 1st email body large?,0
96396,Is the 2nd email body large?,1
96397,Is the 2nd email body large?,0
96398,Is the 3rd email body large?,1
96399,Is the 2nd email body medium?,1
96400,Is the 2nd email body small?,1
96401,Is the 1st email body large?,1
96402,Is the 1st email body large?,1
96403,Is the 3rd email body small?,0
96404,Is the 2nd email body large?,1
96405,Is the 2nd email body small?,1
96406,Is the 1st email body large?,1
96407,Is the 3rd email body large?,0
96408,Is the 1st email body large?,1
96409,Is the 1st email body large?,0
96410,Is the 2nd email body small?,0
96411,Is the 1st email body small?,1
96412,Is the 2nd email body medium?,0
96413,Is the 2nd email body large?,1
96414,Is the 3rd email body large?,0
96415,Is the 2nd email body small?,0
96416,Is the 2nd email body large?,1
96417,Is the 2nd email body medium?,0
96418,Is the 3rd email body small?,0
96419,Is the 2nd email body small?,1
96420,Is the 2nd email body medium?,0
96421,Is the 1st email body medium?,0
96422,Is the 2nd email body small?,1
96423,Is the 2nd email body large?,1
96424,Is the 2nd email body large?,0
96425,Is the 2nd email body large?,0
96426,Is the 3rd email body small?,1
96427,Is the 1st email body medium?,1
96428,Is the 3rd email body medium?,0
96429,Is the 3rd email body medium?,1
96430,Is the 2nd email body medium?,0
96431,Is the 3rd email body medium?,0
96432,Is the 1st email body small?,1
96433,Is the 3rd email body small?,1
96434,Is the 1st email body medium?,1
96435,Is the 1st email body large?,0
96436,Is the 2nd email body small?,1
96437,Is the 2nd email body small?,1
96438,Is the 1st email body large?,1
96439,Is the 1st email body large?,0
96440,Is the 1st email body medium?,1
96441,Is the 1st email body medium?,1
96442,Is the 1st email body small?,0
96443,Is the 3rd email body small?,1
96444,Is the 3rd email body small?,1
96445,Is the 1st email body small?,0
96446,Is the 1st email body medium?,1
96447,Is the 2nd email body large?,0
96448,Is the 1st email body large?,1
96449,Is the 2nd email body small?,0
96450,Is the 2nd email body medium?,1
96451,Is the 2nd email body small?,0
96452,Is the 3rd email body small?,1
96453,Is the 2nd email body large?,1
96454,Is the 3rd email body medium?,1
96455,Is the 2nd email body small?,0
96456,Is the 2nd email body small?,0
96457,Is the 3rd email body small?,0
96458,Is the 1st email body small?,0
96459,Is the 3rd email body large?,0
96460,Is the 2nd email body medium?,0
96461,Is the 2nd email body small?,1
96462,Is the 3rd email body medium?,1
96463,Is the 2nd email body medium?,0
96464,Is the 1st email body large?,0
96465,Is the 3rd email body large?,0
96466,Is the 3rd email body small?,1
96467,Is the 2nd email body small?,0
96468,Is the 1st email body large?,1
96469,Is the 2nd email body large?,0
96470,Is the 2nd email body large?,0
96471,Is the 1st email body large?,1
96472,Is the 2nd email body large?,0
96473,Is the 1st email body large?,1
96474,Is the 1st email body medium?,1
96475,Is the 2nd email body medium?,0
96476,Is the 3rd email body large?,1
96477,Is the 3rd email body small?,0
96478,Is the 3rd email body small?,1
96479,Is the 1st email body small?,1
96480,Is the 1st email body medium?,0
96481,Is the 1st email body large?,1
96482,Is the 1st email body small?,1
96483,Is the 1st email body large?,0
96484,Is the 3rd email body small?,1
96485,Is the 2nd email body medium?,1
96486,Is the 1st email body medium?,0
96487,Is the 2nd email body large?,0
96488,Is the 2nd email body medium?,1
96489,Is the 2nd email body medium?,0
96490,Is the 2nd email body medium?,0
96491,Is the 2nd email body large?,1
96492,Is the 2nd email body large?,0
96493,Is the 2nd email body medium?,1
96494,Is the 2nd email body large?,1
96495,Is the 2nd email body small?,1
96496,Is the 2nd email body medium?,1
96497,Is the 1st email body large?,0
96498,Is the 3rd email body small?,0
96499,Is the 3rd email body large?,0
96500,Is the 3rd email body large?,1
96501,Is the 2nd email body large?,1
96502,Is the 3rd email body large?,0
96503,Is the 1st email body medium?,0
96504,Is the 3rd email body large?,0
96505,Is the 2nd email body medium?,1
96506,Is the 1st email body small?,1
96507,Is the 2nd email body medium?,0
96508,Is the 2nd email body small?,1
96509,Is the 2nd email body small?,0
96510,Is the 3rd email body medium?,1
96511,Is the 3rd email body medium?,1
96512,Is the 3rd email body large?,1
96513,Is the 1st email body small?,0
96514,Is the 2nd email body small?,1
96515,Is the 1st email body small?,1
96516,Is the 3rd email body large?,0
96517,Is the 2nd email body small?,1
96518,Is the 1st email body small?,1
96519,Is the 3rd email body small?,0
96520,Is the 1st email body large?,1
96521,Is the 2nd email body small?,0
96522,Is the 3rd email body large?,1
96523,Is the 3rd email body medium?,0
96524,Is the 2nd email body small?,0
96525,Is the 3rd email body medium?,1
96526,Is the 3rd email body medium?,0
96527,Is the 1st email body large?,0
96528,Is the 3rd email body large?,1
96529,Is the 2nd email body small?,0
96530,Is the 2nd email body small?,1
96531,Is the 3rd email body large?,1
96532,Is the 3rd email body small?,0
96533,Is the 2nd email body medium?,1
96534,Is the 3rd email body medium?,0
96535,Is the 2nd email body medium?,0
96536,Is the 2nd email body large?,1
96537,Is the 2nd email body small?,1
96538,Is the 3rd email body small?,0
96539,Is the 1st email body small?,0
96540,Is the 3rd email body medium?,0
96541,Is the 3rd email body medium?,0
96542,Is the 1st email body large?,1
96543,Is the 2nd email body medium?,0
96544,Is the 3rd email body small?,0
96545,Is the 2nd email body medium?,0
96546,Is the 3rd email body small?,1
96547,Is the 2nd email body medium?,1
96548,Is the 1st email body medium?,0
96549,Is the 1st email body medium?,0
96550,Is the 2nd email body large?,1
96551,Is the 1st email body medium?,1
96552,Is the 2nd email body small?,0
96553,Is the 1st email body large?,0
96554,Is the 1st email body medium?,0
96555,Is the 3rd email body medium?,0
96556,Is the 2nd email body small?,1
96557,Is the 1st email body small?,1
96558,Is the 2nd email body medium?,0
96559,Is the 3rd email body large?,0
96560,Is the 3rd email body large?,0
96561,Is the 2nd email body medium?,1
96562,Is the 3rd email body large?,1
96563,Is the 3rd email body medium?,0
96564,Is the 3rd email body large?,1
96565,Is the 3rd email body medium?,0
96566,Is the 3rd email body small?,0
96567,Is the 1st email body large?,0
96568,Is the 3rd email body medium?,1
96569,Is the 1st email body large?,0
96570,Is the 3rd email body medium?,1
96571,Is the 2nd email body large?,0
96572,Is the 1st email body small?,0
96573,Is the 2nd email body medium?,0
96574,Is the 1st email body small?,0
96575,Is the 2nd email body large?,0
96576,Is the 2nd email body medium?,0
96577,Is the 2nd email body large?,0
96578,Is the 2nd email body medium?,0
96579,Is the 3rd email body medium?,1
96580,Is the 1st email body large?,1
96581,Is the 2nd email body medium?,0
96582,Is the 2nd email body small?,0
96583,Is the 2nd email body medium?,1
96584,Is the 1st email body small?,0
96585,Is the 1st email body small?,1
96586,Is the 3rd email body small?,0
96587,Is the 1st email body large?,0
96588,Is the 2nd email body large?,1
96589,Is the 3rd email body small?,0
96590,Is the 3rd email body medium?,1
96591,Is the 1st email body small?,0
96592,Is the 3rd email body large?,1
96593,Is the 1st email body large?,0
96594,Is the 2nd email body small?,0
96595,Is the 2nd email body large?,0
96596,Is the 2nd email body medium?,0
96597,Is the 1st email body medium?,1
96598,Is the 3rd email body small?,1
96599,Is the 3rd email body large?,1
96600,Is the 2nd email body medium?,1
96601,Is the 2nd email body small?,1
96602,Is the 1st email body large?,0
96603,Is the 2nd email body medium?,1
96604,Is the 3rd email body large?,1
96605,Is the 3rd email body medium?,1
96606,Is the 2nd email body medium?,0
96607,Is the 1st email body large?,0
96608,Is the 3rd email body medium?,1
96609,Is the 3rd email body large?,0
96610,Is the 1st email body medium?,0
96611,Is the 2nd email body small?,1
96612,Is the 3rd email body large?,0
96613,Is the 3rd email body medium?,0
96614,Is the 1st email body small?,0
96615,Is the 1st email body medium?,1
96616,Is the 2nd email body medium?,1
96617,Is the 2nd email body small?,0
96618,Is the 2nd email body medium?,0
96619,Is the 1st email body medium?,1
96620,Is the 1st email body medium?,0
96621,Is the 3rd email body small?,1
96622,Is the 1st email body large?,0
96623,Is the 1st email body medium?,1
96624,Is the 1st email body large?,0
96625,Is the 3rd email body small?,1
96626,Is the 3rd email body small?,1
96627,Is the 2nd email body small?,0
96628,Is the 3rd email body large?,1
96629,Is the 2nd email body large?,1
96630,Is the 2nd email body medium?,1
96631,Is the 1st email body medium?,0
96632,Is the 2nd email body small?,0
96633,Is the 2nd email body small?,1
96634,Is the 2nd email body medium?,0
96635,Is the 2nd email body medium?,0
96636,Is the 2nd email body large?,1
96637,Is the 2nd email body small?,1
96638,Is the 2nd email body medium?,1
96639,Is the 1st email body medium?,1
96640,Is the 3rd email body small?,0
96641,Is the 1st email body medium?,1
96642,Is the 1st email body small?,1
96643,Is the 3rd email body small?,1
96644,Is the 1st email body large?,1
96645,Is the 1st email body small?,1
96646,Is the 3rd email body medium?,0
96647,Is the 2nd email body small?,1
96648,Is the 3rd email body small?,0
96649,Is the 1st email body medium?,0
96650,Is the 2nd email body medium?,0
96651,Is the 2nd email body small?,0
96652,Is the 3rd email body large?,1
96653,Is the 3rd email body small?,1
96654,Is the 2nd email body small?,0
96655,Is the 3rd email body medium?,1
96656,Is the 3rd email body medium?,1
96657,Is the 2nd email body small?,1
96658,Is the 2nd email body small?,1
96659,Is the 3rd email body medium?,0
96660,Is the 1st email body small?,0
96661,Is the 2nd email body large?,0
96662,Is the 3rd email body medium?,1
96663,Is the 2nd email body small?,0
96664,Is the 1st email body medium?,0
96665,Is the 1st email body medium?,1
96666,Is the 1st email body large?,0
96667,Is the 2nd email body large?,0
96668,Is the 1st email body large?,1
96669,Is the 2nd email body medium?,1
96670,Is the 3rd email body large?,1
96671,Is the 2nd email body small?,0
96672,Is the 2nd email body small?,0
96673,Is the 1st email body small?,1
96674,Is the 2nd email body small?,1
96675,Is the 2nd email body small?,1
96676,Is the 1st email body medium?,0
96677,Is the 3rd email body medium?,0
96678,Is the 3rd email body small?,0
96679,Is the 2nd email body medium?,1
96680,Is the 1st email body medium?,0
96681,Is the 2nd email body medium?,1
96682,Is the 3rd email body large?,1
96683,Is the 3rd email body small?,0
96684,Is the 1st email body large?,0
96685,Is the 1st email body medium?,0
96686,Is the 1st email body large?,0
96687,Is the 2nd email body small?,1
96688,Is the 3rd email body small?,1
96689,Is the 1st email body large?,0
96690,Is the 1st email body small?,0
96691,Is the 1st email body large?,1
96692,Is the 3rd email body medium?,1
96693,Is the 3rd email body small?,1
96694,Is the 3rd email body medium?,1
96695,Is the 2nd email body small?,0
96696,Is the 2nd email body medium?,0
96697,Is the 3rd email body large?,1
96698,Is the 1st email body large?,0
96699,Is the 2nd email body large?,0
96700,Is the 1st email body small?,0
96701,Is the 1st email body large?,1
96702,Is the 1st email body large?,0
96703,Is the 3rd email body medium?,1
96704,Is the 3rd email body small?,1
96705,Is the 1st email body small?,0
96706,Is the 3rd email body large?,0
96707,Is the 2nd email body small?,1
96708,Is the 1st email body small?,0
96709,Is the 1st email body medium?,1
96710,Is the 1st email body small?,0
96711,Is the 2nd email body medium?,1
96712,Is the 1st email body large?,1
96713,Is the 3rd email body large?,1
96714,Is the 1st email body medium?,0
96715,Is the 2nd email body small?,0
96716,Is the 2nd email body large?,0
96717,Is the 2nd email body large?,1
96718,Is the 1st email body large?,1
96719,Is the 1st email body large?,1
96720,Is the 3rd email body small?,1
96721,Is the 2nd email body large?,1
96722,Is the 1st email body small?,1
96723,Is the 1st email body medium?,0
96724,Is the 1st email body large?,1
96725,Is the 2nd email body medium?,0
96726,Is the 2nd email body small?,0
96727,Is the 2nd email body medium?,1
96728,Is the 2nd email body large?,0
96729,Is the 1st email body large?,1
96730,Is the 1st email body small?,0
96731,Is the 2nd email body large?,0
96732,Is the 2nd email body large?,0
96733,Is the 1st email body large?,0
96734,Is the 1st email body large?,0
96735,Is the 1st email body small?,0
96736,Is the 3rd email body small?,0
96737,Is the 1st email body small?,0
96738,Is the 3rd email body large?,0
96739,Is the 2nd email body small?,0
96740,Is the 1st email body medium?,1
96741,Is the 2nd email body small?,1
96742,Is the 1st email body large?,0
96743,Is the 1st email body medium?,0
96744,Is the 2nd email body medium?,0
96745,Is the 3rd email body small?,0
96746,Is the 3rd email body medium?,0
96747,Is the 2nd email body medium?,1
96748,Is the 2nd email body large?,1
96749,Is the 3rd email body small?,1
96750,Is the 2nd email body small?,1
96751,Is the 1st email body large?,1
96752,Is the 2nd email body large?,1
96753,Is the 2nd email body small?,0
96754,Is the 2nd email body medium?,0
96755,Is the 1st email body large?,0
96756,Is the 3rd email body small?,1
96757,Is the 3rd email body small?,1
96758,Is the 3rd email body large?,0
96759,Is the 1st email body medium?,0
96760,Is the 3rd email body large?,1
96761,Is the 2nd email body large?,1
96762,Is the 2nd email body medium?,0
96763,Is the 2nd email body small?,0
96764,Is the 1st email body large?,1
96765,Is the 2nd email body large?,1
96766,Is the 2nd email body medium?,0
96767,Is the 3rd email body medium?,1
96768,Is the 3rd email body small?,0
96769,Is the 1st email body large?,1
96770,Is the 3rd email body medium?,1
96771,Is the 2nd email body medium?,1
96772,Is the 3rd email body large?,0
96773,Is the 1st email body small?,1
96774,Is the 1st email body large?,1
96775,Is the 2nd email body medium?,1
96776,Is the 3rd email body small?,1
96777,Is the 2nd email body small?,1
96778,Is the 1st email body small?,1
96779,Is the 2nd email body small?,0
96780,Is the 3rd email body small?,0
96781,Is the 2nd email body large?,1
96782,Is the 2nd email body small?,0
96783,Is the 2nd email body small?,1
96784,Is the 2nd email body large?,0
96785,Is the 3rd email body medium?,1
96786,Is the 1st email body large?,1
96787,Is the 3rd email body medium?,0
96788,Is the 3rd email body large?,1
96789,Is the 1st email body medium?,1
96790,Is the 2nd email body medium?,1
96791,Is the 1st email body small?,1
96792,Is the 2nd email body small?,1
96793,Is the 2nd email body medium?,1
96794,Is the 3rd email body medium?,1
96795,Is the 2nd email body medium?,0
96796,Is the 1st email body medium?,1
96797,Is the 2nd email body medium?,0
96798,Is the 3rd email body large?,1
96799,Is the 1st email body small?,1
96800,Is the 3rd email body small?,0
96801,Is the 1st email body large?,0
96802,Is the 2nd email body small?,0
96803,Is the 1st email body medium?,1
96804,Is the 1st email body large?,1
96805,Is the 2nd email body small?,1
96806,Is the 3rd email body small?,0
96807,Is the 2nd email body large?,0
96808,Is the 3rd email body large?,1
96809,Is the 2nd email body medium?,0
96810,Is the 1st email body small?,0
96811,Is the 3rd email body large?,0
96812,Is the 3rd email body small?,0
96813,Is the 2nd email body large?,0
96814,Is the 1st email body small?,1
96815,Is the 1st email body small?,1
96816,Is the 1st email body small?,1
96817,Is the 2nd email body medium?,0
96818,Is the 3rd email body large?,0
96819,Is the 1st email body medium?,1
96820,Is the 2nd email body small?,1
96821,Is the 3rd email body small?,0
96822,Is the 2nd email body medium?,1
96823,Is the 1st email body medium?,1
96824,Is the 3rd email body large?,1
96825,Is the 3rd email body small?,1
96826,Is the 3rd email body small?,1
96827,Is the 3rd email body small?,0
96828,Is the 2nd email body small?,0
96829,Is the 2nd email body small?,0
96830,Is the 3rd email body large?,1
96831,Is the 3rd email body medium?,0
96832,Is the 1st email body medium?,1
96833,Is the 2nd email body medium?,0
96834,Is the 2nd email body large?,1
96835,Is the 2nd email body medium?,0
96836,Is the 1st email body small?,1
96837,Is the 3rd email body large?,0
96838,Is the 1st email body medium?,1
96839,Is the 1st email body medium?,0
96840,Is the 3rd email body medium?,1
96841,Is the 3rd email body large?,1
96842,Is the 3rd email body small?,1
96843,Is the 1st email body small?,1
96844,Is the 2nd email body small?,1
96845,Is the 3rd email body small?,0
96846,Is the 3rd email body small?,0
96847,Is the 1st email body medium?,0
96848,Is the 1st email body medium?,0
96849,Is the 3rd email body large?,0
96850,Is the 2nd email body medium?,1
96851,Is the 1st email body small?,1
96852,Is the 2nd email body large?,1
96853,Is the 1st email body small?,1
96854,Is the 2nd email body medium?,0
96855,Is the 3rd email body medium?,1
96856,Is the 1st email body large?,0
96857,Is the 3rd email body small?,1
96858,Is the 3rd email body large?,1
96859,Is the 1st email body large?,0
96860,Is the 3rd email body small?,1
96861,Is the 3rd email body large?,1
96862,Is the 1st email body small?,1
96863,Is the 1st email body medium?,0
96864,Is the 2nd email body small?,0
96865,Is the 1st email body large?,0
96866,Is the 2nd email body small?,1
96867,Is the 2nd email body large?,1
96868,Is the 1st email body large?,1
96869,Is the 1st email body small?,1
96870,Is the 2nd email body small?,1
96871,Is the 2nd email body large?,0
96872,Is the 1st email body medium?,1
96873,Is the 3rd email body large?,1
96874,Is the 3rd email body large?,1
96875,Is the 2nd email body large?,1
96876,Is the 2nd email body small?,0
96877,Is the 1st email body large?,1
96878,Is the 1st email body large?,0
96879,Is the 3rd email body small?,0
96880,Is the 2nd email body medium?,0
96881,Is the 3rd email body large?,0
96882,Is the 2nd email body medium?,0
96883,Is the 2nd email body medium?,1
96884,Is the 2nd email body large?,0
96885,Is the 1st email body medium?,0
96886,Is the 1st email body large?,0
96887,Is the 1st email body large?,0
96888,Is the 2nd email body medium?,0
96889,Is the 1st email body large?,1
96890,Is the 1st email body large?,0
96891,Is the 1st email body small?,0
96892,Is the 2nd email body large?,1
96893,Is the 3rd email body small?,1
96894,Is the 1st email body medium?,1
96895,Is the 1st email body large?,1
96896,Is the 3rd email body large?,0
96897,Is the 3rd email body medium?,0
96898,Is the 3rd email body medium?,0
96899,Is the 1st email body medium?,1
96900,Is the 3rd email body medium?,1
96901,Is the 2nd email body medium?,0
96902,Is the 3rd email body large?,0
96903,Is the 2nd email body medium?,1
96904,Is the 2nd email body small?,1
96905,Is the 2nd email body small?,1
96906,Is the 1st email body small?,1
96907,Is the 2nd email body medium?,0
96908,Is the 1st email body large?,0
96909,Is the 3rd email body large?,1
96910,Is the 2nd email body large?,1
96911,Is the 3rd email body large?,1
96912,Is the 2nd email body large?,0
96913,Is the 3rd email body medium?,1
96914,Is the 3rd email body small?,1
96915,Is the 2nd email body small?,1
96916,Is the 1st email body large?,1
96917,Is the 1st email body small?,0
96918,Is the 2nd email body small?,0
96919,Is the 2nd email body medium?,1
96920,Is the 1st email body small?,1
96921,Is the 2nd email body large?,1
96922,Is the 3rd email body large?,1
96923,Is the 3rd email body small?,1
96924,Is the 3rd email body medium?,0
96925,Is the 1st email body large?,0
96926,Is the 1st email body small?,0
96927,Is the 3rd email body small?,1
96928,Is the 3rd email body small?,1
96929,Is the 1st email body large?,0
96930,Is the 1st email body small?,1
96931,Is the 3rd email body small?,0
96932,Is the 3rd email body small?,0
96933,Is the 3rd email body medium?,1
96934,Is the 3rd email body large?,1
96935,Is the 3rd email body large?,0
96936,Is the 2nd email body small?,0
96937,Is the 2nd email body small?,1
96938,Is the 3rd email body medium?,1
96939,Is the 1st email body large?,0
96940,Is the 2nd email body small?,1
96941,Is the 3rd email body small?,0
96942,Is the 3rd email body medium?,0
96943,Is the 1st email body large?,0
96944,Is the 1st email body medium?,0
96945,Is the 3rd email body small?,1
96946,Is the 3rd email body small?,0
96947,Is the 3rd email body medium?,1
96948,Is the 1st email body medium?,1
96949,Is the 1st email body medium?,1
96950,Is the 1st email body small?,1
96951,Is the 1st email body medium?,1
96952,Is the 1st email body large?,1
96953,Is the 1st email body medium?,1
96954,Is the 3rd email body medium?,1
96955,Is the 3rd email body small?,0
96956,Is the 2nd email body large?,0
96957,Is the 2nd email body medium?,0
96958,Is the 1st email body medium?,0
96959,Is the 2nd email body small?,1
96960,Is the 2nd email body small?,1
96961,Is the 3rd email body medium?,0
96962,Is the 2nd email body medium?,0
96963,Is the 2nd email body small?,1
96964,Is the 2nd email body medium?,0
96965,Is the 3rd email body small?,1
96966,Is the 1st email body small?,1
96967,Is the 2nd email body small?,1
96968,Is the 2nd email body large?,1
96969,Is the 1st email body medium?,0
96970,Is the 2nd email body small?,0
96971,Is the 1st email body small?,1
96972,Is the 1st email body small?,1
96973,Is the 1st email body medium?,1
96974,Is the 1st email body large?,0
96975,Is the 2nd email body large?,1
96976,Is the 3rd email body small?,0
96977,Is the 1st email body medium?,0
96978,Is the 3rd email body large?,0
